,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,stem,tense,subject,complement,dir_he,dir_he_dss_verse,preposition_1,preposition_2,preposition_3
920,1909617,QRB[,1Qisaa,Isaiah,41,5,QRBW,קרבו ,qal,impv,,,,0,,,
921,1909877,QRB[,1Qisaa,Isaiah,41,21,QRBW,קרבו ,piel,impv,,,,0,,,
922,1909881,NGC[,1Qisaa,Isaiah,41,21,HGJCW,הגישו ,hifil,impv,,,,0,,,
923,1909887,NGC[,1Qisaa,Isaiah,41,22,JGJCW,יגישו ,hifil,impf,,,,0,,,
924,1909908,BW>[,1Qisaa,Isaiah,41,22,B>WT,באות ,qal,ptca,,,,0,,,
925,1909954,BW>[,1Qisaa,Isaiah,41,25,JBW>W,יבואו ,qal,impf,,,,0,,,
926,1910012,CWB[,1Qisaa,Isaiah,41,28,JCJBW,ישיבו ,hifil,impf,,,,0,,,
927,1910040,JY>[,1Qisaa,Isaiah,42,1,JWYJ>,יוציא ,hifil,impf,,,,0,,,
928,1910065,JY>[,1Qisaa,Isaiah,42,3,JWYJ>,יוציא ,hifil,impf,,,,0,,,
929,1910109,HLK[,1Qisaa,Isaiah,42,5,HWLKJM,הולכים ,qal,ptca,,,,0,,,
930,1910137,JY>[,1Qisaa,Isaiah,42,7,HWYJ>,הוציא ,hifil,infc,,,,0,,,
931,1910167,BW>[,1Qisaa,Isaiah,42,9,B>W,באו ,qal,perf,,,,0,,,
932,1910190,JRD[,1Qisaa,Isaiah,42,10,JWRDJ,יורדי ,qal,ptca,,,,0,,,
933,1910228,JY>[,1Qisaa,Isaiah,42,13,JY>,יצא ,qal,impf,,,,0,,,
934,1910273,HLK[,1Qisaa,Isaiah,42,16,HWLJKTJ,הוליכתי ,hifil,perf,,,,0,,,
935,1910338,CLX[,1Qisaa,Isaiah,42,19,>CLX,אשלח ,qal,impf,,,,0,,,
936,1910396,CWB[,1Qisaa,Isaiah,42,22,HCB,השב ,hifil,impv,,,,0,,,
937,1910431,HLK[,1Qisaa,Isaiah,42,24,HLWK,הלוך ,qal,infc,,,,0,,,
938,1910483,<BR[,1Qisaa,Isaiah,43,2,T<BWR,תעבור ,qal,impf,,,,0,,,
939,1910494,HLK[,1Qisaa,Isaiah,43,2,TLK,תלך ,qal,impf,,,,0,,,
940,1910545,BW>[,1Qisaa,Isaiah,43,5,>BJ>,אביא ,hifil,impf,,,,0,,,
941,1910550,QBY[,1Qisaa,Isaiah,43,5,>QBYKH,אקבצ׳כה ,piel,impf,,,,0,,,
942,1910561,BW>[,1Qisaa,Isaiah,43,6,HBJ>W,הביאו ,hifil,impv,,,,0,,,
943,1910585,JY>[,1Qisaa,Isaiah,43,8,HWYJ>W,הוציאו ,hifil,impv,,,,0,,,
944,1910599,QBY[,1Qisaa,Isaiah,43,9,NQBYW,נקבצו ,nifal,perf,,,,0,,,
945,1910602,>SP[,1Qisaa,Isaiah,43,9,J>SPW,יאספו ,nifal,impf,,,,0,,,
946,1910689,CWB[,1Qisaa,Isaiah,43,13,JCJBNH,ישיב׳נה ,hifil,impf,,,,0,,,
947,1910698,CLX[,1Qisaa,Isaiah,43,14,CLXTJ,שלחתי ,piel,perf,,,,0,,,
948,1910702,JRD[,1Qisaa,Isaiah,43,14,HWRDTJ,הורדתי ,hifil,perf,,,,0,,,
949,1910733,JY>[,1Qisaa,Isaiah,43,17,MWYJ>,מוציא ,hifil,ptca,,,,0,,,
950,1910817,BW>[,1Qisaa,Isaiah,43,23,HBJ>WTH,הביאותה ,hifil,perf,,,,0,,,
951,1911019,BW>[,1Qisaa,Isaiah,44,7,TBW>JNH,תבואינה ,qal,impf,,,,0,,,
952,1911087,QBY[,1Qisaa,Isaiah,44,11,JTQBYW,יתקבצו ,hitpael,impf,,,,0,,,
953,1911157,LQX[,1Qisaa,Isaiah,44,14,JQX,יקח ,qal,wayy,,,,0,,,
954,1911180,LQX[,1Qisaa,Isaiah,44,15,JQX,יקח ,qal,wayy,,,,0,,,
955,1911262,CWB[,1Qisaa,Isaiah,44,19,JCJB,ישיב ,hifil,impf,,,,0,,,
956,1911339,CWB[,1Qisaa,Isaiah,44,22,CWBH,שוב׳ה ,qal,impv,,,,0,,,
957,1911399,CWB[,1Qisaa,Isaiah,44,25,MCJB,משיב ,hifil,ptca,,,,0,,,
958,1911488,HLK[,1Qisaa,Isaiah,45,2,>LK,אלך ,qal,impf,,,,0,,,
959,1911683,CLX[,1Qisaa,Isaiah,45,13,JCLX,ישלח ,piel,impf,,,,0,,,
960,1911707,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,יעבורו ,qal,impf,,,,0,,,
961,1911712,HLK[,1Qisaa,Isaiah,45,14,JLKW,ילכו ,qal,impf,,,,0,,,
962,1911715,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,יעבורו ,qal,impf,,,,0,,,
963,1911746,HLK[,1Qisaa,Isaiah,45,16,JLKW,ילכו ,qal,impf,,,,0,,,
964,1911821,QBY[,1Qisaa,Isaiah,45,20,HQBYW,הקבצו ,nifal,impv,,,,0,,,
965,1911823,BW>[,1Qisaa,Isaiah,45,20,BW>W,בואו ,qal,impv,,,,0,,,
966,1911824,NGC[,1Qisaa,Isaiah,45,20,HTNGCW,התנגשו ,hitpael,impv,,,,0,,,
967,1911846,NGC[,1Qisaa,Isaiah,45,21,HGJCW,הגישו ,hifil,impv,,,,0,,,
968,1911892,JY>[,1Qisaa,Isaiah,45,23,JY>,יצא ,qal,perf,,,,0,,,
969,1911899,CWB[,1Qisaa,Isaiah,45,23,JCWB,ישוב ,qal,impf,,,,0,,,
970,1911919,BW>[,1Qisaa,Isaiah,45,24,JBW>W,יבואו ,qal,impf,,,,0,,,
971,1911961,HLK[,1Qisaa,Isaiah,46,2,HLKW,הלכו ,qal,perf,,,,0,,,
972,1912059,CWB[,1Qisaa,Isaiah,46,8,HCJBW,השיבו ,hifil,impv,,,,0,,,
973,1912109,BW>[,1Qisaa,Isaiah,46,11,>BJ>NH,אביא׳נה ,hifil,impf,,,,0,,,
974,1912123,QRB[,1Qisaa,Isaiah,46,13,QRWBH,קרובה ,,,,,,0,,,
975,1912142,JRD[,1Qisaa,Isaiah,47,1,RDJ,רדי ,qal,impv,,,,0,,,
976,1912168,LQX[,1Qisaa,Isaiah,47,2,QXJ,קחי ,qal,impv,,,,0,,,
977,1912173,GLH[,1Qisaa,Isaiah,47,2,GLJ,גלי ,piel,impv,,,,0,,,
978,1912177,GLH[,1Qisaa,Isaiah,47,2,GLJ,גלי ,piel,impv,,,,0,,,
979,1912179,<BR[,1Qisaa,Isaiah,47,2,<BWRJ,עבורי ,qal,impv,,,,0,,,
980,1912182,GLH[,1Qisaa,Isaiah,47,3,TGLH,תגלה ,nifal,impf,,,,0,,,
981,1912188,LQX[,1Qisaa,Isaiah,47,3,>QX,אקח ,qal,impf,,,,0,,,
982,1912204,BW>[,1Qisaa,Isaiah,47,5,BW>J,בואי ,qal,impv,,,,0,,,
983,1912280,BW>[,1Qisaa,Isaiah,47,9,TBW>JNH,תבואינה ,qal,impf,,,,1,,,
984,1912293,BW>[,1Qisaa,Isaiah,47,9,B>W,באו ,qal,perf,,,,1,,,
985,1912314,CWB[,1Qisaa,Isaiah,47,10,CWBBTK,שובבת׳ך ,polel,perf,,,,0,,,
986,1912325,BW>[,1Qisaa,Isaiah,47,11,B>H,באה ,qal,perf,,,,0,,,
987,1912333,NPL[,1Qisaa,Isaiah,47,11,TPWL,תפול ,qal,impf,,,,0,,,
988,1912341,BW>[,1Qisaa,Isaiah,47,11,TBW>,תבוא ,qal,impf,,,,0,,,
989,1912387,BW>[,1Qisaa,Isaiah,47,13,JBW>,יבוא ,qal,impf,,,,0,,,
990,1912440,JY>[,1Qisaa,Isaiah,48,1,JY>W,יצאו ,qal,perf,,,,0,,,
991,1912482,JY>[,1Qisaa,Isaiah,48,3,JY>H,יצאה ,qal,perf,,,,0,,,
992,1912488,BW>[,1Qisaa,Isaiah,48,3,TBW>JNH,תבואינה ,qal,wayy,,,,0,,,
993,1912511,BW>[,1Qisaa,Isaiah,48,5,TBW>,תבוא ,qal,impf,,,,0,,,
994,1912646,QBY[,1Qisaa,Isaiah,48,14,JQBYW,יקבצו ,nifal,impf,,,,0,,,
995,1912672,BW>[,1Qisaa,Isaiah,48,15,HBJ>WTJHW,הביאותי׳הו ,hifil,perf,,,,0,,,
996,1912677,QRB[,1Qisaa,Isaiah,48,16,QRWBW,קרובו ,qal,impv,,,,1,,,
997,1912698,CLX[,1Qisaa,Isaiah,48,16,CLXNJ,שלח׳ני ,qal,perf,,,,1,,,
998,1912718,HLK[,1Qisaa,Isaiah,48,17,TLK,תלך ,qal,impf,,,,0,,,
999,1912757,JY>[,1Qisaa,Isaiah,48,20,Y>W,צאו ,qal,impv,,,,0,,,
1000,1912786,HLK[,1Qisaa,Isaiah,48,21,HWLJKW,הוליכ׳ו ,hifil,perf,,,,0,,,
1001,1912889,CWB[,1Qisaa,Isaiah,49,5,CWBB,שובב ,polel,infc,,,,0,,,
1002,1912895,>SP[,1Qisaa,Isaiah,49,5,J>SP,יאסף ,nifal,impf,,,,0,,,
1003,1912922,CWB[,1Qisaa,Isaiah,49,6,HCJB,השיב ,hifil,infc,,,,0,,,
1004,1912998,JY>[,1Qisaa,Isaiah,49,9,Y>W,צאו ,qal,impv,,,,0,,,
1005,1913004,GLH[,1Qisaa,Isaiah,49,9,HGLW,הגלו ,nifal,impv,,,,0,,,
1006,1913051,BW>[,1Qisaa,Isaiah,49,12,JBW>W,יבואו ,qal,impf,,,,0,,,
1007,1913124,JY>[,1Qisaa,Isaiah,49,17,JY>W,יצאו ,qal,impf,,,,0,,,
1008,1913132,QBY[,1Qisaa,Isaiah,49,18,NQBYW,נקבצו ,nifal,perf,,,,0,,,
1009,1913133,BW>[,1Qisaa,Isaiah,49,18,B>W,באו ,qal,perf,,,,0,,,
1010,1913175,NGC[,1Qisaa,Isaiah,49,20,GCH,גש׳ה ,qal,impv,,,,0,,,
1011,1913195,GLH[,1Qisaa,Isaiah,49,21,GWLH,גולה ,qal,ptca,,,,0,,,
1012,1913226,BW>[,1Qisaa,Isaiah,49,22,HBJ>W,הביאו ,hifil,perf,,,,0,,,
1013,1913262,LQX[,1Qisaa,Isaiah,49,24,JQXW,יקחו ,qal,impf,,,,0,,,
1014,1913278,LQX[,1Qisaa,Isaiah,49,25,JLQX,ילקח ,nifal,impf,,,,0,,,
1015,1913327,CLX[,1Qisaa,Isaiah,50,1,CLXTJH,שלחתי׳ה ,piel,perf,,,,0,,,
1016,1913343,CLX[,1Qisaa,Isaiah,50,1,CWLXH,שולחה ,pual,perf,,,,0,,,
1017,1913347,BW>[,1Qisaa,Isaiah,50,2,B>TJ,באתי ,qal,perf,,,,0,,,
1018,1913481,NGC[,1Qisaa,Isaiah,50,8,JGC,יגש ,qal,impf,,,,0,,,
1019,1913509,HLK[,1Qisaa,Isaiah,50,10,HLKW,הלכו ,qal,perf,,,,0,,,
1020,1913530,HLK[,1Qisaa,Isaiah,50,11,LKW,לכו ,qal,impv,,,,0,,,
1021,1913621,JY>[,1Qisaa,Isaiah,51,4,TY>,תצא ,qal,impf,,,,0,,,
1022,1913631,JY>[,1Qisaa,Isaiah,51,5,JY>,יצא ,qal,perf,,,,0,,,
1023,1913754,<BR[,1Qisaa,Isaiah,51,10,<BWR,עבור ,qal,infc,,,,0,,,
1024,1913762,CWB[,1Qisaa,Isaiah,51,11,JCWBW,ישובו ,qal,impf,,,,0,,,
1025,1913764,BW>[,1Qisaa,Isaiah,51,11,B>W,באו ,qal,perf,,,,0,,,
1026,1913778,NWS[,1Qisaa,Isaiah,51,11,NS,נס ,qal,perf,,,,0,,,
1027,1913979,LQX[,1Qisaa,Isaiah,51,22,LQXTJ,לקחתי ,qal,perf,,,,0,,,
1028,1914009,<BR[,1Qisaa,Isaiah,51,23,N<BWRH,נעבורה ,qal,impf,,,,0,,,
1029,1914019,<BR[,1Qisaa,Isaiah,51,23,<WBRJM,עוברים ,qal,ptca,,,,0,,,
1030,1914037,BW>[,1Qisaa,Isaiah,52,1,JBW>,יבוא ,qal,impf,,,,0,,,
1031,1914075,JRD[,1Qisaa,Isaiah,52,4,JRD,ירד ,qal,perf,,,,1,,,
1032,1914096,LQX[,1Qisaa,Isaiah,52,5,LWQX,לוקח ,passive,perf,,,,0,,,
1033,1914158,CWB[,1Qisaa,Isaiah,52,8,CWB,שוב ,qal,infc,,,,0,,,
1034,1914198,SWR[,1Qisaa,Isaiah,52,11,SWRW,סורו ,qal,impv,,,,1,,,
1035,1914199,SWR[,1Qisaa,Isaiah,52,11,SWRW,סורו ,qal,impv,,,,1,,,
1036,1914200,JY>[,1Qisaa,Isaiah,52,11,Y>W,צאו ,qal,impv,,,,1,,,
1037,1914207,JY>[,1Qisaa,Isaiah,52,11,Y>W,צאו ,qal,impv,,,,1,,,
1038,1914219,JY>[,1Qisaa,Isaiah,52,12,TY>W,תצאו ,qal,impf,,,,0,,,
1039,1914224,HLK[,1Qisaa,Isaiah,52,12,TLKWN,תלכו׳ן ,qal,impf,,,,0,,,
1040,1914226,HLK[,1Qisaa,Isaiah,52,12,HWLK,הולך ,qal,ptca,,,,0,,,
1041,1914231,>SP[,1Qisaa,Isaiah,52,12,M>SPKMH,מאספ׳כמה ,piel,ptca,,,,0,,,
1042,1914300,GLH[,1Qisaa,Isaiah,53,1,NGLTH,נגלתה ,nifal,perf,,,,0,,,
1043,1914303,<LH[,1Qisaa,Isaiah,53,2,J<LW,יעלו ,qal,wayy,,,,0,,,
1044,1914431,LQX[,1Qisaa,Isaiah,53,8,LWQX,לוקח ,passive,perf,,,,0,,,
1045,1914656,QBY[,1Qisaa,Isaiah,54,7,>QBYK,אקבצ׳ך ,piel,impf,,,,0,,,
1046,1914682,<BR[,1Qisaa,Isaiah,54,9,<BWR,עבור ,qal,infc,,,,0,,,
1047,1914778,QRB[,1Qisaa,Isaiah,54,14,TQRB,תקרב ,qal,impf,,,,0,,,
1048,1914791,NPL[,1Qisaa,Isaiah,54,15,JPWLW,יפולו ,qal,impf,,,,0,,,
1049,1914802,JY>[,1Qisaa,Isaiah,54,16,MWYJ>,מוציא ,hifil,ptca,,,,0,,,
1050,1914832,HLK[,1Qisaa,Isaiah,55,1,LKW,לכו ,qal,impv,,,,0,,,
1051,1914840,HLK[,1Qisaa,Isaiah,55,1,LKW,לכו ,qal,impv,,,,0,,,
1052,1914879,HLK[,1Qisaa,Isaiah,55,3,LKW,לכו ,qal,impv,,,,0,,,
1053,1914943,CWB[,1Qisaa,Isaiah,55,7,JCWB,ישוב ,qal,impf,,,,0,,,
1054,1914986,JRD[,1Qisaa,Isaiah,55,10,JRD,ירד ,qal,impf,,,,1,,,
1055,1914998,CWB[,1Qisaa,Isaiah,55,10,JCWB,ישוב ,qal,impf,,,,1,,,
1056,1915024,JY>[,1Qisaa,Isaiah,55,11,JY>,יצא ,qal,impf,,,,0,,,
1057,1915028,CWB[,1Qisaa,Isaiah,55,11,JCWB,ישוב ,qal,impf,,,,0,,,
1058,1915041,CLX[,1Qisaa,Isaiah,55,11,CLXTJW,שלחתי׳ו ,qal,perf,,,,0,,,
1059,1915046,JY>[,1Qisaa,Isaiah,55,12,TY>W,תצאו ,qal,impf,,,,0,,,
1060,1915050,HLK[,1Qisaa,Isaiah,55,12,TLKW,תלכו ,qal,impf,,,,0,,,
1061,1915071,<LH[,1Qisaa,Isaiah,55,13,J<LH,יעלה ,qal,impf,,,,0,,,
1062,1915077,<LH[,1Qisaa,Isaiah,55,13,J<LH,יעלה ,qal,impf,,,,0,,,
1063,1915105,BW>[,1Qisaa,Isaiah,56,1,BW>,בוא ,qal,infc,,,,0,,,
1064,1915109,GLH[,1Qisaa,Isaiah,56,1,HGLWT,הגלות ,nifal,infc,,,,0,,,
1065,1915236,BW>[,1Qisaa,Isaiah,56,7,HBJ>WTJM,הביאותי׳ם ,hifil,perf,,,,0,,,
1066,1915248,<LH[,1Qisaa,Isaiah,56,7,J<LW,יעלו ,qal,impf,,,,0,,,
1067,1915266,QBY[,1Qisaa,Isaiah,56,8,MQBY,מקבץ ,piel,ptca,,,,0,,,
1068,1915270,QBY[,1Qisaa,Isaiah,56,8,>QBY,אקבץ ,piel,impf,,,,0,,,
1069,1915273,QBY[,1Qisaa,Isaiah,56,8,NQBYJW,נקבצי׳ו ,nifal,ptca,,,,0,,,
1070,1915333,LQX[,1Qisaa,Isaiah,56,12,NQX,נקח ,qal,impf,,,,0,,,
1071,1915364,>SP[,1Qisaa,Isaiah,57,1,N>SPJM,נאספים ,nifal,ptca,,,,0,,,
1072,1915373,>SP[,1Qisaa,Isaiah,57,1,N>SP,נאסף ,nifal,perf,,,,0,,,
1073,1915378,BW>[,1Qisaa,Isaiah,57,2,JBW>,יבוא ,qal,impf,,,,0,,,
1074,1915384,HLK[,1Qisaa,Isaiah,57,2,HLWK,הלוך ,qal,infa,,,,0,,,
1075,1915389,QRB[,1Qisaa,Isaiah,57,3,QRWBW,קרובו ,qal,impv,,,,0,,,
1076,1915445,<LH[,1Qisaa,Isaiah,57,6,H<LJTH,העליתה ,hifil,perf,,,,1,,,
1077,1915461,<LH[,1Qisaa,Isaiah,57,7,<LJT,עלית ,qal,perf,,,,0,,,
1078,1915478,GLH[,1Qisaa,Isaiah,57,8,GLJTH,גליתה ,piel,perf,,,,0,,,
1079,1915480,<LH[,1Qisaa,Isaiah,57,8,T<LW,תעלו ,qal,wayy,,,,0,,,
1080,1915502,CLX[,1Qisaa,Isaiah,57,9,TCLXJ,תשלחי ,piel,wayy,,,,0,,,
1081,1915566,QBY[,1Qisaa,Isaiah,57,12,QWBYJK,קובצי׳ך ,qal,ptca,,,,0,,,
1082,1915571,QBY[,1Qisaa,Isaiah,57,13,QWBYJK,קובצי׳ך ,qal,ptca,,,,0,,,
1083,1915578,LQX[,1Qisaa,Isaiah,57,13,JQX,יקח ,qal,impf,,,,0,,,
1084,1915669,HLK[,1Qisaa,Isaiah,57,17,JLK,ילך ,qal,wayy,,,,0,,,
1085,1915864,CLX[,1Qisaa,Isaiah,58,6,CLX,שלח ,piel,infa,,,,0,,,
1086,1915881,BW>[,1Qisaa,Isaiah,58,7,TBJ>,תביא ,hifil,impf,,,,0,,,
1087,1915893,<LH[,1Qisaa,Isaiah,58,7,TT<L,תתעל ,hitpael,impf,,,,0,,,
1088,1915905,HLK[,1Qisaa,Isaiah,58,8,HLK,הלך ,qal,perf,,,,0,,,
1089,1915912,>SP[,1Qisaa,Isaiah,58,8,J>SPKH,יאספ׳כה ,qal,impf,,,,0,,,
1090,1915924,SWR[,1Qisaa,Isaiah,58,9,TSJR,תסיר ,hifil,impf,,,,0,,,
1091,1915929,CLX[,1Qisaa,Isaiah,58,9,CLWX,שלוח ,qal,infc,,,,0,,,
1092,1915995,CWB[,1Qisaa,Isaiah,58,12,MCWBB,משובב ,polel,ptca,,,,0,,,
1093,1916001,CWB[,1Qisaa,Isaiah,58,13,TCJB,תשיב ,hifil,impf,,,,0,,,
1094,1916216,HLK[,1Qisaa,Isaiah,59,9,NHLK,נהלך ,piel,impf,,,,0,,,
1095,1916312,BW>[,1Qisaa,Isaiah,59,14,BW>,בוא ,qal,infc,,,,0,,,
1096,1916320,SWR[,1Qisaa,Isaiah,59,15,SR,סר ,qal,ptca,,,,0,,,
1097,1916406,BW>[,1Qisaa,Isaiah,59,19,JBW>,יבוא ,qal,impf,,,,0,,,
1098,1916412,NWS[,1Qisaa,Isaiah,59,19,NWSSH,נוססה ,polel,perf,,,,0,,,
1099,1916416,BW>[,1Qisaa,Isaiah,59,20,B>,בא ,qal,perf,,,,0,,,
1100,1916422,CWB[,1Qisaa,Isaiah,59,20,CBJ,שבי ,qal,ptca,,,,0,,,
1101,1916468,BW>[,1Qisaa,Isaiah,60,1,B>,בא ,qal,perf,,,,0,,,
1102,1916494,HLK[,1Qisaa,Isaiah,60,3,HLKW,הלכו ,qal,perf,,,,0,,,
1103,1916510,QBY[,1Qisaa,Isaiah,60,4,NQBYW,נקבצו ,nifal,perf,,,,0,,,
1104,1916511,BW>[,1Qisaa,Isaiah,60,4,B>W,באו ,qal,perf,,,,0,,,
1105,1916516,BW>[,1Qisaa,Isaiah,60,4,JBW>W,יבואו ,qal,impf,,,,0,,,
1106,1916537,BW>[,1Qisaa,Isaiah,60,5,JBW>W,יבואו ,qal,impf,,,,0,,,
1107,1916550,BW>[,1Qisaa,Isaiah,60,6,JBW>W,יבואו ,qal,impf,,,,0,,,
1108,1916563,QBY[,1Qisaa,Isaiah,60,7,JQBYW,יקבצו ,nifal,impf,,,,0,,,
1109,1916569,<LH[,1Qisaa,Isaiah,60,7,J<LW,יעלו ,hifil,impf,,,,0,,,
1110,1916600,BW>[,1Qisaa,Isaiah,60,9,HBJ>,הביא ,hifil,infc,,,,0,,,
1111,1916647,BW>[,1Qisaa,Isaiah,60,11,HBJ>,הביא ,hifil,infc,,,,0,,,
1112,1916678,BW>[,1Qisaa,Isaiah,60,13,JBW>,יבוא ,qal,impf,,,,0,,,
1113,1916695,HLK[,1Qisaa,Isaiah,60,14,>HLKW,אהלכו ,qal,perf,,,,0,,,
1114,1916725,<BR[,1Qisaa,Isaiah,60,15,<WBR,עובר ,qal,ptca,,,,0,,,
1115,1916758,BW>[,1Qisaa,Isaiah,60,17,>BJ>,אביא ,hifil,impf,,,,0,,,
1116,1916764,BW>[,1Qisaa,Isaiah,60,17,>BJ>,אביא ,hifil,impf,,,,0,,,
1117,1916837,BW>[,1Qisaa,Isaiah,60,20,JBW>,יבוא ,qal,impf,,,,0,,,
1118,1916842,>SP[,1Qisaa,Isaiah,60,20,J>SP,יאסף ,nifal,impf,,,,0,,,
1119,1916898,CLX[,1Qisaa,Isaiah,61,1,CLXNJ,שלח׳ני ,qal,perf,,,,0,,,
1120,1917097,JY>[,1Qisaa,Isaiah,61,11,TWYJ>,תוציא ,hifil,impf,,,,0,,,
1121,1917127,JY>[,1Qisaa,Isaiah,62,1,JY>,יצא ,qal,impf,,,,0,,,
1122,1917282,>SP[,1Qisaa,Isaiah,62,9,M>SPWHJ,מאספו׳הי ,piel,ptca,,,,0,,,
1123,1917290,QBY[,1Qisaa,Isaiah,62,9,MQBYW,מקבצ׳ו ,piel,ptca,,,,0,,,
1124,1917298,<BR[,1Qisaa,Isaiah,62,10,<BWRW,עבורו ,qal,impv,,,,0,,,
1125,1917331,BW>[,1Qisaa,Isaiah,62,11,B>,בא ,qal,ptca,,,,0,,,
1126,1917358,BW>[,1Qisaa,Isaiah,63,1,B>,בא ,qal,ptca,,,,0,,,
1127,1917415,BW>[,1Qisaa,Isaiah,63,4,B>H,באה ,qal,perf,,,,0,,,
1128,1917446,JRD[,1Qisaa,Isaiah,63,6,>WRJDH,אורידה ,hifil,impf,,,,0,,,
1129,1917541,<LH[,1Qisaa,Isaiah,63,11,M<LH,מעלה ,hifil,ptca,,,,0,,,
1130,1917557,HLK[,1Qisaa,Isaiah,63,12,MWLJK,מוליך ,hifil,ptca,,,,0,,,
1131,1917572,HLK[,1Qisaa,Isaiah,63,13,MWLJKM,מוליכ׳ם ,hifil,ptca,,,,0,,,
1132,1917586,JRD[,1Qisaa,Isaiah,63,14,TRD,תרד ,qal,impf,,,,0,,,
1133,1917650,CWB[,1Qisaa,Isaiah,63,17,CWB,שוב ,qal,impv,,,,0,,,
1134,1917679,JRD[,1Qisaa,Isaiah,63,19,JRDTH,ירדתה ,qal,perf,,,,0,,,
1135,1917709,JRD[,1Qisaa,Isaiah,64,2,JRDTH,ירדתה ,qal,perf,,,,0,,,
1136,1917892,HLK[,1Qisaa,Isaiah,65,2,HWLKJM,הולכים ,qal,ptca,,,,0,,,
1137,1917940,QRB[,1Qisaa,Isaiah,65,5,QRB,קרב ,qal,impv,,,,0,,,
1138,1918021,JY>[,1Qisaa,Isaiah,65,9,HWYJTJ,הוציתי ,hifil,perf,,,,1,,,
1139,1918207,<LH[,1Qisaa,Isaiah,65,17,T<LJN>,תעלינא ,qal,impf,,,,0,,,
1140,1918436,<LH[,1Qisaa,Isaiah,66,3,M<LH,מעלה ,hifil,ptca,,,,0,,,
1141,1918463,BW>[,1Qisaa,Isaiah,66,4,>BJ>,אביא ,hifil,impf,,,,0,,,
1142,1918530,BW>[,1Qisaa,Isaiah,66,7,JBW>,יבוא ,qal,impf,,,,0,,,
1143,1918677,BW>[,1Qisaa,Isaiah,66,15,JBW>,יבוא ,qal,impf,,,,0,,,
1144,1918683,CWB[,1Qisaa,Isaiah,66,15,HCJB,השיב ,hifil,infc,,,,0,,,
1145,1918698,BW>[,1Qisaa,Isaiah,66,16,JBW>,יבוא ,hifil,impf,,,,0,,,
1146,1918743,BW>[,1Qisaa,Isaiah,66,18,B>W,באו ,qal,perf,,,,0,,,
1147,1918745,QBY[,1Qisaa,Isaiah,66,18,QBY,קבץ ,piel,infc,,,,0,,,
1148,1918754,BW>[,1Qisaa,Isaiah,66,18,B>W,באו ,qal,perf,,,,0,,,
1149,1918765,CLX[,1Qisaa,Isaiah,66,19,CLXTJ,שלחתי ,piel,perf,,,,0,,,
1150,1918802,BW>[,1Qisaa,Isaiah,66,20,HBJ>W,הביאו ,hifil,perf,,,,0,,,
1151,1918839,BW>[,1Qisaa,Isaiah,66,20,JBJ>W,יביאו ,hifil,impf,,,,0,,,
1152,1918854,LQX[,1Qisaa,Isaiah,66,21,>QX,אקח ,qal,impf,,,,0,,,
1153,1918901,BW>[,1Qisaa,Isaiah,66,23,JBW>,יבוא ,qal,impf,,,,0,,,
1154,1918913,JY>[,1Qisaa,Isaiah,66,24,JY>W,יצאו ,qal,perf,,,,0,,,
